vannmiljo_code,month,new,his_min,his_median,his_max
022-54615,9,1.0,2.0,2.0,2.0
027-79279,9,1.0,2.0,2.0,2.0
036-58869,11,1.0,2.0,2.5,4.0
036-58869,12,1.0,2.0,2.0,2.0
038-58867,11,1.0,2.0,2.0,3.0
